event_id,ticker,file_name,event_trading_day,alpha,beta,n_obs_estimation,car_01,car_03,ar_0,pre_vol,post_vol,delta_vol,file_path,year,quarter
10,AAPL,2018-May-01-AAPL.txt,2018-05-02,-0.0004095123530375,1.0145160299626268,101,0.0528673786294096,0.0749466673226956,0.0488242271342066,0.0196197262099311,0.013300042740687,-0.0063196834692441,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2018-May-01-AAPL.txt,2018,Q2
11,AAPL,2018_Q2_aapl_processed.txt,2018-07-31,0.000905288117458,0.9619658498010736,101,0.0493805608352315,0.0666373713085213,-0.0041731292228234,0.0078980731787728,0.0197654860947276,0.0118674129159547,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2018_Q2_aapl_processed.txt,2018,Q2
12,AAPL,2018-Jul-31-AAPL.txt,2018-08-01,0.0009430263905574,0.9591445633880744,101,0.0699443749048546,0.0691454387640663,0.0535290068434427,0.0078636268497479,0.0099856312905785,0.0021220044408306,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2018-Jul-31-AAPL.txt,2018,Q3
13,AAPL,2018_Q3_aapl_processed.txt,2018-10-31,0.0012947865832359,1.0037045799868791,101,0.0010056267835658,-0.0820581218124678,0.0045551931865723,0.0184323250761878,0.0299241178883904,0.0114917928122025,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2018_Q3_aapl_processed.txt,2018,Q3
14,AAPL,2018-Nov-01-AAPL.txt,2018-11-02,0.0013162265484315,1.019575221424666,101,-0.0828813911684341,-0.0778510402509257,-0.0570765977806399,0.0196348923304982,0.0258162514322475,0.0061813591017493,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2018-Nov-01-AAPL.txt,2018,Q4
15,AAPL,2019-Jan-29-AAPL.txt,2019-01-30,-0.0006798562816771,1.161921505821975,101,0.0353464098611095,0.0550596250578351,0.0434245165794255,0.0163751057085458,0.0129851081181077,-0.0033899975904381,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2019-Jan-29-AAPL.txt,2019,Q1
16,AAPL,2018_Q4_aapl_processed.txt,2019-01-31,-0.000591622188892,1.1633334451801216,101,-0.0042584669503315,0.0204040780230994,-0.0081857339065663,0.0260956036966979,0.0129194493487682,-0.0131761543479296,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2018_Q4_aapl_processed.txt,2018,Q4
17,AAPL,2019_Q1_aapl_processed.txt,2019-04-30,-0.0019715875976877,1.372576608214109,101,0.0527057881918512,0.0430378631964688,-0.0061078923172795,0.0084396294681941,0.0283132633562028,0.0198736338880086,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2019_Q1_aapl_processed.txt,2019,Q1
18,AAPL,2019-Apr-30-AAPL.txt,2019-05-01,-0.0013280189561277,1.3484019500598845,101,0.0550099057589367,0.0400316251776751,0.0580334920639693,0.01098273346733,0.0221356437915562,0.0111529103242262,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2019-Apr-30-AAPL.txt,2019,Q2
19,AAPL,2019_Q2_aapl_processed.txt,2019-07-31,0.0005009035054452,1.2104790052855752,101,0.0216491580179669,0.0051646775151196,0.0342690271795633,0.0110681805696392,0.0282559376004619,0.0171877570308226,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2019_Q2_aapl_processed.txt,2019,Q2
20,AAPL,2019_Q3_aapl_processed.txt,2019-10-31,0.0012926152815896,1.2818153544237494,101,0.0356623524976448,0.0308291783017411,0.0231105621788901,0.0114032915392303,0.0097737514610745,-0.0016295400781557,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2019_Q3_aapl_processed.txt,2019,Q3
21,AAPL,2020-Jan-28-AAPL.txt,2020-01-29,0.0024052866728157,1.2100388771304087,101,0.0108564432256506,-0.0379750442962442,0.0178118187625711,0.0157554154200917,0.0212367741795368,0.005481358759445,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2020-Jan-28-AAPL.txt,2020,Q1
22,AAPL,2019_Q4_aapl_processed.txt,2020-01-31,0.002469064454906,1.2355573418343206,101,-0.0488944194084099,-0.0439004713296556,-0.0271441714177277,0.0160182521020626,0.0144821796041043,-0.0015360724979582,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2019_Q4_aapl_processed.txt,2019,Q4
23,AAPL,2020_Q1_aapl_processed.txt,2020-04-30,0.0010443303779793,1.129514240102601,101,0.0422574203438524,0.0426834202135741,0.0232397669221448,0.0226924239258414,0.0137998153849367,-0.0088926085409046,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2020_Q1_aapl_processed.txt,2020,Q1
24,AAPL,2020-Apr-30-AAPL.txt,2020-05-01,0.0009802822333164,1.1287235350519222,101,0.0183521715260326,0.0231656466589732,0.0190563870843665,0.0234821740864818,0.0123171108933979,-0.0111650631930839,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AAPL/2020-Apr-30-AAPL.txt,2020,Q2
25,AAPL,2020_Q2_aapl_processed.txt,2020-07-31,0.0006645355898767,1.0854960849246738,101,0.0965001585320273,0.0959757336603875,0.0878809136899424,0.0212645607053072,0.0217577964155644,0.0004932357102572,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2020_Q2_aapl_processed.txt,2020,Q2
26,AAPL,2020_Q3_aapl_processed.txt,2020-11-02,0.0011774107720984,1.311190738498623,101,-0.0176441239625191,-0.0281658037383994,-0.0075342263043752,0.0280795403616061,0.019659810636154,-0.0084197297254521,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2020_Q3_aapl_processed.txt,2020,Q3
27,AAPL,2020_Q4_aapl_processed.txt,2021-02-01,-0.0003024921063885,1.4317842536825989,101,-0.0353505568173781,-0.0341192623739147,-0.0196218312385303,0.0264190298093814,0.0110679451770751,-0.0153510846323062,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2020_Q4_aapl_processed.txt,2020,Q4
28,AAPL,2021_Q1_aapl_processed.txt,2021-04-30,-0.0009423401707432,1.158697924833867,101,0.0104357472292636,0.0050478132456746,-0.0043281966473312,0.0089050966904641,0.0197143797480095,0.0108092830575453,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2021_Q1_aapl_processed.txt,2021,Q1
29,AAPL,2021_Q2_aapl_processed.txt,2021-08-02,-0.0002305412635268,1.127070954615972,101,0.0039713444373591,-0.007808273039771,-0.0027451236379162,0.0151411117630618,0.0085971491616026,-0.0065439626014592,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2021_Q2_aapl_processed.txt,2021,Q2
30,AAPL,2021_Q3_aapl_processed.txt,2021-11-01,0.0003546510807326,1.110317920914906,101,-0.0100095272430224,-0.0249507176052974,-0.0129493592272055,0.0119036308005458,0.0092720236469225,-0.0026316071536232,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2021_Q3_aapl_processed.txt,2021,Q3
31,AAPL,2021_Q4_aapl_processed.txt,2022-01-31,0.0014939228614784,0.9871158142152736,101,-0.0188324803273532,0.0004655805647154,-0.0090097838955015,0.0260770701961066,0.0134359956550496,-0.012641074541057,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2021_Q4_aapl_processed.txt,2021,Q4
32,AAPL,2022_Q1_aapl_processed.txt,2022-05-02,0.0024316279232627,0.8731238471970585,101,-0.0094612548126757,-0.0133231226550326,-0.0147201356680399,0.0249938265996502,0.0337376638898717,0.0087438372902214,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2022_Q1_aapl_processed.txt,2022,Q1
33,AAPL,2022_Q2_aapl_processed.txt,2022-08-01,0.0001531165349333,0.958474609436936,101,-0.0125007126135589,-0.0052424522748492,-0.0046271753146405,0.0193042121556676,0.0157820464035947,-0.0035221657520729,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2022_Q2_aapl_processed.txt,2022,Q2
34,AAPL,2022_Q3_aapl_processed.txt,2022-10-31,0.00013832474411,1.0057509347227445,101,-0.0139695978931139,-0.0427736127892346,-0.0051945525087852,0.0294192306530821,0.0379298603689691,0.008510629715887,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2022_Q3_aapl_processed.txt,2022,Q3
35,AAPL,2022_Q4_aapl_processed.txt,2023-01-31,-0.0001805262518948,1.114495422288266,101,-0.0236722999897772,0.0195952832968694,-0.0094558217274317,0.0133183606474926,0.0184431976896728,0.0051248370421801,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2022_Q4_aapl_processed.txt,2022,Q4
36,AAPL,2023_Q1_aapl_processed.txt,2023-05-01,2.7682929452346045e-05,1.0583427534048462,101,0.0058797967881445,-0.000535822052144,0.0006518862806815,0.0111355874118621,0.0169908163146491,0.005855228902787,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2023_Q1_aapl_processed.txt,2023,Q1
37,AAPL,2023_Q2_aapl_processed.txt,2023-07-31,0.0009945978449717,0.9544023261579514,101,-0.0009244211493555,-0.0040435438328039,0.0002140901354516,0.0088381342938517,0.0161519060692606,0.0073137717754088,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2023_Q2_aapl_processed.txt,2023,Q2
38,AAPL,2023_Q3_aapl_processed.txt,2023-10-31,-0.0004899855104851,0.848222951994085,101,0.0045656132023649,-0.0058009056284351,-0.0007871275372114,0.0112309289165127,0.0114259181944752,0.0001949892779625,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2023_Q3_aapl_processed.txt,2023,Q3
39,AAPL,2023_Q4_aapl_processed.txt,2024-01-31,-0.0001818548085548,0.9053473712427376,101,0.0027377305376578,-0.0063998711407219,0.0010145423252512,0.0146798340579201,0.0085643847373763,-0.0061154493205438,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2023_Q4_aapl_processed.txt,2023,Q4
40,AAPL,2024_Q1_aapl_processed.txt,2024-04-30,-0.0017852547767523,0.7585332941532233,101,-0.0027755728154964,0.0560958706786886,-0.0010492498602459,0.0128872849755831,0.0203086981659402,0.007421413190357,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2024_Q1_aapl_processed.txt,2024,Q1
41,AAPL,2024_Q2_aapl_processed.txt,2024-07-31,0.0004406080485186,0.822252764990627,101,-0.0053810586016345,0.0006646120803076,-0.0071232041530824,0.0127528789590134,0.0203163331612132,0.0075634542021998,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2024_Q2_aapl_processed.txt,2024,Q2
42,AAPL,2024_Q3_aapl_processed.txt,2024-10-31,0.0013625894942659,0.7857821015670153,101,-0.0188470243913487,-0.0277441193324223,0.0020818794161916,0.0104638367837845,0.0107482483508392,0.0002844115670547,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Apple/2024_Q3_aapl_processed.txt,2024,Q3
43,ACN,2018_Q1_acn_processed.txt,2018-04-30,0.0003437347647842,1.1588689249994386,101,0.0027996586696154,0.0118777768608614,0.0013355132738145,0.0112556517240044,0.0094610515525106,-0.0017946001714938,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2018_Q1_acn_processed.txt,2018,Q1
44,ACN,2018_Q2_acn_processed.txt,2018-07-31,0.0005335215077877,1.3028325935909637,101,-0.0042545372159863,-0.0136622321187841,-0.0074617699512073,0.0093932197492067,0.0028843517388281,-0.0065088680103785,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2018_Q2_acn_processed.txt,2018,Q2
45,ACN,2018_Q3_acn_processed.txt,2018-10-31,0.0002312326259427,1.2053259951389874,101,-0.000774460264321,-0.0001894187057654,0.0060919271819354,0.0172259643527773,0.0120938970280593,-0.005132067324718,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2018_Q3_acn_processed.txt,2018,Q3
46,ACN,2018_Q4_acn_processed.txt,2019-01-31,0.0001263166537868,1.051355447566407,101,-0.005990789640212,-0.0017021197180437,-0.0126697006940891,0.007682554644579,0.0071908456717721,-0.0004917089728068,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2018_Q4_acn_processed.txt,2018,Q4
47,ACN,2019_Q1_acn_processed.txt,2019-04-30,0.0006401868459904,1.010229553831665,101,0.0059489412087066,-0.0269466287080499,0.006455496104712,0.0052201844155074,0.0099062336857615,0.004686049270254,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2019_Q1_acn_processed.txt,2019,Q1
48,ACN,2019_Q2_acn_processed.txt,2019-07-31,0.0011977339888747,0.8492230667859293,101,0.0070039004997947,-0.0084925388633625,-0.0076444855567742,0.0051766299660101,0.0211912433485619,0.0160146133825517,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2019_Q2_acn_processed.txt,2019,Q2
49,ACN,2019_Q3_acn_processed.txt,2019-10-31,0.0005589533847465,0.9936956098149836,101,0.0011682889107499,-0.0095824017875094,-0.0037724734349855,0.0107686971323165,0.0074007855742866,-0.0033679115580298,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2019_Q3_acn_processed.txt,2019,Q3
50,ACN,2019_Q4_acn_processed.txt,2020-01-31,-0.0001581735819294,0.9905556674603428,101,0.00812450769366,0.0037612296705301,0.0025311828321689,0.0090668287728861,0.0095243790224775,0.0004575502495913,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2019_Q4_acn_processed.txt,2019,Q4
51,ACN,2020_Q1_acn_processed.txt,2020-04-30,0.0003930967584362,0.9970618599313634,101,-0.0037994947776022,-0.0093049806882207,-0.003843497567472,0.0296357366598127,0.018685963588908,-0.0109497730709046,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q1_acn_processed.txt,2020,Q1
52,ACN,2020_Q2_acn_processed.txt,2020-07-31,0.0010241012992596,1.0590068870356828,101,-0.0035272491284418,-0.0095179294025815,-0.0055754604763565,0.0074845101161976,0.0069140242746356,-0.000570485841562,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q2_acn_processed.txt,2020,Q2
53,ACN,2020_Q3_acn_processed.txt,2020-11-02,0.0001653298900669,1.049508980517144,101,0.0082516315203259,0.000782074115012,0.002027946377768,0.0213899863868191,0.013863661825208,-0.007526324561611,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q3_acn_processed.txt,2020,Q3
54,ACN,2020_Q4_acn_processed.txt,2021-02-01,0.0001639725409702,1.0163509779894166,101,-0.0026463178427585,0.0021239204446742,0.0068766180079506,0.0171389250226853,0.007920818466097,-0.0092181065565882,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q4_acn_processed.txt,2020,Q4
55,ACN,2021_Q1_acn_processed.txt,2021-04-30,0.0002136069283147,1.21337945535908,101,0.0037700508507735,0.0015085957158325,-0.0002689757604855,0.005170678674949,0.0136340872708636,0.0084634085959146,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q1_acn_processed.txt,2021,Q1
56,ACN,2021_Q2_acn_processed.txt,2021-08-02,0.0006797978232357,1.0129447853238074,101,-0.0051195043396412,-0.0021886345607389,-0.0038496364329152,0.0077230040397245,0.0069545682246732,-0.0007684358150512,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q2_acn_processed.txt,2021,Q2
57,ACN,2021_Q3_acn_processed.txt,2021-11-01,0.0007021096833559,1.0852044042435105,101,0.0003696694149952,0.0020549937309758,-0.0123269914059291,0.0096529148680442,0.0087836854281545,-0.0008692294398897,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q3_acn_processed.txt,2021,Q3
58,ACN,2021_Q4_acn_processed.txt,2022-01-31,0.001896684487223,1.0754701030566345,101,-0.0006416722784782,-0.0099422191592552,0.0090882854345393,0.0164375623355831,0.0240177318367677,0.0075801695011846,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q4_acn_processed.txt,2021,Q4
59,ACN,2022_Q1_acn_processed.txt,2022-05-02,-0.0002829547101853,1.1355790448517118,101,0.0034668138851765,-0.0077820763561377,0.0079545247867138,0.0283516031029689,0.0239715283051657,-0.0043800747978032,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q1_acn_processed.txt,2022,Q1
60,ACN,2022_Q2_acn_processed.txt,2022-08-01,-9.370674493266784e-05,1.191187177684736,101,-0.0008928626464298,0.0083211092764076,-0.0015069003324114,0.0198265000546289,0.011159052290033,-0.0086674477645958,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q2_acn_processed.txt,2022,Q2
61,ACN,2022_Q3_acn_processed.txt,2022-10-31,0.0001831939200834,1.130080812035554,101,-0.0093493890583813,-0.0586924942903179,-0.0052416781253205,0.0168370528249196,0.0360502258613217,0.0192131730364021,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q3_acn_processed.txt,2022,Q3
62,ACN,2022_Q4_acn_processed.txt,2023-01-31,-0.0004657347886167,1.2184222428277551,101,0.0039031849271386,0.0199719740926286,-0.000132317416001,0.0159148331742469,0.0176428889224934,0.0017280557482465,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q4_acn_processed.txt,2022,Q4
63,ACN,2023_Q1_acn_processed.txt,2023-05-01,-0.000121154082017,1.3382303383563254,101,0.0035689581610319,-0.0143431265336163,-0.00246603856565,0.012384617162309,0.0151597421186621,0.002775124956353,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q1_acn_processed.txt,2023,Q1
64,ACN,2023_Q2_acn_processed.txt,2023-07-31,-9.9646539020831e-05,1.18248334740577,101,0.0187533705297711,0.0263466525450156,0.000898330450437,0.011488894970445,0.0102993687372196,-0.0011895262332253,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q2_acn_processed.txt,2023,Q2
65,ACN,2023_Q3_acn_processed.txt,2023-10-31,0.001333242402026,0.9723491076176956,101,0.0077698182098809,0.0199405938987942,0.007369262334007,0.0097258517046979,0.0125675614653577,0.0028417097606598,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q3_acn_processed.txt,2023,Q3
66,ACN,2023_Q4_acn_processed.txt,2024-01-31,0.0005562743386564,0.9110427991038144,101,0.0015139539702884,-0.0079279044512693,-0.0058670914325143,0.0071289505883893,0.013198004496283,0.0060690539078937,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q4_acn_processed.txt,2023,Q4
67,ACN,2024_Q1_acn_processed.txt,2024-04-30,-0.0012279174294126,1.1642286869193066,101,0.0098703284598275,0.003925377379554,0.0121201539288918,0.0075573010135618,0.0093645283862033,0.0018072273726414,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q1_acn_processed.txt,2024,Q1
68,ACN,2024_Q2_acn_processed.txt,2024-07-31,-0.0024725689261601,0.788039436405937,101,-7.881834189864788e-05,-0.0011779070320652,-0.0056599174870951,0.0059644547571763,0.0135649588198239,0.0076005040626475,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q2_acn_processed.txt,2024,Q2
69,ACN,2024_Q3_acn_processed.txt,2024-10-31,0.0014411845679108,0.3712827275772987,101,-7.49538119214732e-05,-0.0069643901406545,0.0004206313912614,0.0156373572636147,0.0164239217922295,0.0007865645286148,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q3_acn_processed.txt,2024,Q3
70,ACN,2024_Q4_acn_processed.txt,2025-01-31,0.0003609547725243,0.6339871657334133,101,0.0190076219149694,0.0447971826680895,0.0138695273516397,0.010802708657115,0.0125511392065801,0.001748430549465,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q4_acn_processed.txt,2024,Q4
71,ADBE,2018_Q1_adbe_processed.txt,2018-04-30,0.0013785388516028,1.302656262358173,101,0.0049986694633267,0.0191138158959888,0.0070634982742031,0.0163429571346438,0.0127955993619694,-0.0035473577726743,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q1_adbe_processed.txt,2018,Q1
72,ADBE,2018_Q2_adbe_processed.txt,2018-07-31,0.0015260601140099,1.2599605001261345,101,0.0075654675447229,0.0085905849432002,0.001312175967027,0.0206523538262184,0.0066859994660589,-0.0139663543601595,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q2_adbe_processed.txt,2018,Q2
73,ADBE,2018_Q3_adbe_processed.txt,2018-10-31,0.0001513370641303,1.320318932597932,101,-0.0211814952389213,-0.0246969972892805,0.0040839950724547,0.0323373137212004,0.0241494029008447,-0.0081879108203556,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q3_adbe_processed.txt,2018,Q3
74,ADBE,2018_Q4_adbe_processed.txt,2019-01-31,0.0016104043045776,1.5652586551018597,101,-0.0014316736068519,-0.0042350383101011,-0.0018870782367821,0.012656645075098,0.0105549994120602,-0.0021016456630377,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q4_adbe_processed.txt,2018,Q4
75,ADBE,2019_Q1_adbe_processed.txt,2019-04-30,0.0004542069702677,1.3776015272027862,101,0.0085655835319558,-0.0038008711701708,0.0216320210567735,0.0106672141763474,0.0185875798401965,0.0079203656638491,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q1_adbe_processed.txt,2019,Q1
76,ADBE,2019_Q2_adbe_processed.txt,2019-07-31,0.0006418894166696,1.1798847009886837,101,0.0048510880122954,-0.0011782141372918,-0.0023815508948085,0.0091050061024214,0.0244060956532466,0.0153010895508251,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q2_adbe_processed.txt,2019,Q2
77,ADBE,2019_Q3_adbe_processed.txt,2019-10-31,-8.218923281855063e-05,1.1801483611013106,101,-0.0136875824270027,0.0210186736263073,9.506174600990404e-06,0.0166788735153692,0.0141540617048982,-0.0025248118104709,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q3_adbe_processed.txt,2019,Q3
78,ADBE,2019_Q4_adbe_processed.txt,2020-01-31,-3.180237650863059e-05,1.0135298541938065,101,0.0064689819814938,0.0020779033196578,0.0004641413279148,0.0106055801702471,0.0098751613818487,-0.0007304187883983,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q4_adbe_processed.txt,2019,Q4
