ticker,file_name,event_trading_day,total_tokens,neg_count,pos_count,neg_rate,pos_rate,neg_rate_pres,pos_rate_pres,neg_rate_qa,pos_rate_qa
MSFT,2018-Jul-19-MSFT.txt,2018-07-20,7770,57,159,0.0073359073359073,0.0204633204633204,0.0039965743648301,0.0259777333713959,0.0100773377079915,0.0159362549800796
MSFT,2018_Q2_msft_processed.txt,2018-07-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2018-Oct-24-MSFT.txt,2018-10-25,8082,57,176,0.0070527097253155,0.0217767879237812,0.0043522785458269,0.0227854582693292,0.0095785440613026,0.0208333333333333
MSFT,2018_Q3_msft_processed.txt,2018-10-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2018_Q4_msft_processed.txt,2019-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2019-Apr-24-MSFT.txt,2019-04-25,8675,64,157,0.0073775216138328,0.0180979827089337,0.0054392167527875,0.0261082404133804,0.0088035214085634,0.0122048819527811
MSFT,2019_Q1_msft_processed.txt,2019-04-30,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2019-Jul-18-MSFT.txt,2019-07-19,8251,40,139,0.0048478972245788,0.0168464428554114,0.0032483758120939,0.02023988005997,0.0063544363379618,0.013650270651918
MSFT,2019_Q2_msft_processed.txt,2019-07-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2019-Oct-23-MSFT.txt,2019-10-24,7705,51,143,0.0066190785204412,0.0185593770279039,0.0049902966454117,0.0210701413917382,0.0080527086383601,0.01634943875061
MSFT,2019_Q3_msft_processed.txt,2019-10-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2020-Jan-29-MSFT.txt,2020-01-30,7885,45,138,0.0057070386810399,0.0175015852885225,0.0044098573281452,0.0223086900129701,0.0069478908188585,0.0129032258064516
MSFT,2019_Q4_msft_processed.txt,2020-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2020_Q1_msft_processed.txt,2020-04-30,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2020-Jul-22-MSFT.txt,2020-07-23,8452,65,122,0.0076904874585896,0.0144344533838144,0.0068692756036636,0.0179017485428809,0.0087719298245614,0.0098684210526315
MSFT,2020_Q2_msft_processed.txt,2020-07-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2020_Q3_msft_processed.txt,2020-11-02,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
