period,ticker,neg_rate,pos_rate,car_03,car_01,n
2016-Q4,INTC,0.0032848895082619,0.0149313159466454,-0.0836794862259623,-0.0632221008489666,1
2016-Q4,MSFT,0.0019673648883231,0.0150445550283532,0.0550357302599439,0.0503708033654161,1
2016-Q4,MU,0.0027864971525551497,0.012408616957454651,0.029328341214153803,0.05381001357310025,2
2016-Q4,NVDA,0.0003524022083871,0.0085751204040878,0.3101635247390142,0.2406175213811648,1
2017-Q1,AAPL,0.002750130958617,0.0132268203247773,0.0636488403423395,0.0550929337181326,1
2017-Q1,AMD,0.0031161473087818,0.0120396600566572,0.24998785079499,0.1617027537481354,1
2017-Q1,AMZN,0.0010442046641141,0.0078315349808562,-0.0326228246665996,-0.0440419643521789,1
2017-Q1,ASML,0.0016,0.0078857142857142,0.0550344166714939,0.0533000228147351,1
2017-Q1,CSCO,0.0027166142407778,0.0150128681727194,0.0354688175226878,0.0266887603350296,1
2017-Q1,GOOGL,0.0011862396204033,0.0106761565836298,-0.0455760425377783,-0.03060542813069,1
2017-Q1,INTC,0.0028638099278744,0.0155918540517607,-0.0258635528201972,0.0042590040113793,1
2017-Q1,MSFT,0.0016200453612701,0.0171724808294632,-0.0102084989621411,0.0201895950672292,1
2017-Q1,MU,0.0021139020144242,0.013305147973141,0.0501128828823169,0.0768593644239575,1
2017-Q1,NVDA,0.0007138607971445,0.0065437239738251,-0.1195790266223057,-0.0964411699226783,1
2017-Q2,AAPL,0.0024357239512855,0.0148849797023004,0.029864613178034,-0.0066285974691659,1
2017-Q2,AMD,0.002604489644053,0.0095497953615279,-0.2764378706845704,-0.2358123776090403,1
2017-Q2,AMZN,0.0017061934823408,0.013478928510493,0.0213949060055249,0.0246465096751183,1
2017-Q2,ASML,0.0004226989326851,0.0042269893268519,-0.0017268524100125,-0.01597453871293,1
2017-Q2,CSCO,0.0033924843423799,0.0110908141962421,-0.0767052344217124,-0.08696694908263,1
2017-Q2,GOOGL,0.0009598976109215,0.0150383959044368,0.0618457886274025,0.0399216015759023,1
2017-Q2,INTC,0.0027368695425518,0.018636778313567,-0.0040993357330418,-0.0346388548089988,1
2017-Q2,MSFT,0.0021775197013687,0.0167980091248444,0.0092146191997422,0.0102423613546274,1
2017-Q2,MU,0.0016391523240838,0.0154548647699332,-0.0285806103492748,-0.0664981831692211,1
2017-Q2,NVDA,0.0003551556765715,0.0075766544335266,0.2745034135801683,0.223280808929611,1
2017-Q3,AAPL,0.0006482561908466,0.0103720990535459,0.0539244177974197,0.0415180669620196,1
2017-Q3,AMD,0.0014561339643247,0.0111636937264895,-0.0074847574136003,0.0149513760636416,1
2017-Q3,AMZN,0.0017769880053309,0.0124389160373167,-0.0492693074064265,-0.0530413895515909,1
2017-Q3,ASML,0.0012545739675901,0.0100365917407213,0.060045935668128,0.0638429566143185,1
2017-Q3,CSCO,0.0037744481299325,0.0114377216058561,-0.0239258918179781,-0.0477912410635014,1
2017-Q3,GOOGL,0.0007153928699177,0.0145463216883271,-0.0371597500333066,-0.0363222716719946,1
2017-Q3,INTC,0.0027761013880506,0.0178636089318044,0.0545262506555524,0.0207430247260354,1
2017-Q3,MSFT,0.0014911676990135,0.0216792842395044,-0.0066514842523118,-0.0112707361643021,1
2017-Q3,MU,0.0015986227250368,0.0164781111657648,0.1193847046638296,0.0855652665024549,1
2017-Q3,NVDA,0.0008963585434173,0.0087394957983193,-0.0536652576859878,-0.0267179028627474,1
2017-Q4,AAPL,0.0013353115727002,0.0158753709198813,0.0369755752434353,0.0244683125478931,1
2017-Q4,AMD,0.0012402331638348,0.0128984249038819,-0.2987073213316028,-0.1475407797388834,1
2017-Q4,AMZN,0.0009507510933637,0.0081764594029283,0.1077436870975744,0.1162037415260378,1
2017-Q4,ASML,0.0007442849548112,0.0078681552365762,0.0124743663131218,-0.0001570949211932,1
2017-Q4,CSCO,0.0022290331568682,0.0108665366397325,0.0502925047299041,0.0410986054193328,1
2017-Q4,GOOGL,0.0007034822370735,0.014421385860007,0.024880143508426,0.0177023927027442,1
2017-Q4,INTC,0.0013602357742008,0.0170029471775107,0.1061439046455951,0.0561707306071066,1
2017-Q4,MSFT,0.0013826845352052,0.0219102318655605,0.0295913225090511,0.0413346950662468,1
2017-Q4,MU,0.0015561407708881,0.0171175484797701,-0.0409224492337078,0.0055262813005519,1
2017-Q4,NVDA,0.0005962318149296,0.0072740281421416,0.0302094809654817,0.0300633970144272,1
2018-Q1,AAPL,0.0014082703879144,0.0120343105876328,0.0132814221869067,0.0079484607964064,1
2018-Q1,AMD,0.0011727453969743,0.014424768382784,0.0470994529397625,0.0438440358544623,1
2018-Q1,AMZN,0.0024486720663025,0.0135618760595215,0.1041956383056405,0.1071337550607372,1
2018-Q1,ASML,0.0011546132045764,0.0101815891676288,0.0677705237894536,0.0765900416953315,1
2018-Q1,CSCO,0.0016220600162206,0.0120302784536361,0.0138577623159559,0.0382450637298456,1
2018-Q1,GOOGL,0.0010963710119504,0.0143624602565508,-0.0550542444623654,-0.0336900865728966,1
2018-Q1,INTC,0.0023534949399858,0.0197693574958813,0.0602665839330853,0.0925112025231703,1
2018-Q1,MSFT,0.0017931189061974,0.0201725876947215,0.0073010346498622,-0.0078282615372063,1
2018-Q1,MU,0.0009485094850948,0.013550135501355,-0.0776443323420258,-0.0698929341141474,1
2018-Q1,NVDA,0.0005948132286462,0.0082084225553176,-0.0128804030790797,-0.0184942766312322,1
2018-Q2,AAPL,0.0016342296835537,0.0154508988263259,0.0749467375298502,0.0528676597327001,1
2018-Q2,AMD,0.001871126184072,0.0132148286750087,0.1276019993579618,0.1248928076097009,1
2018-Q2,AMZN,0.0009560229445506,0.0126195028680688,0.0278642135717869,0.0351813176003551,1
2018-Q2,ASML,0.000801362315937,0.0092156666332765,-0.0768215326039991,-0.0771237919048165,1
2018-Q2,CSCO,0.0025720860971977,0.0138080411533775,-0.0360058026934303,-0.0392533815554312,1
2018-Q2,GOOGL,0.0007825600894354,0.0154276131917272,-0.0348492914299609,-0.0238541448116656,1
2018-Q2,INTC,0.0020437605193556,0.0186342870882423,-0.0126173865770424,-0.0186881443268674,1
2018-Q2,MSFT,0.0009227929867733,0.0244027478724495,-0.0057052308299749,0.0015761351667483,1
2018-Q2,NVDA,0.0007664513303405,0.0082119785393627,-0.0539901564468328,-0.0201796451218808,1
2018-Q3,AAPL,0.0021085925144965,0.0135740643120716,0.0691456531979979,0.0699444373146405,1
2018-Q3,AMD,0.0007828226347573,0.0128606575710131,0.1868331146079479,0.2083030762396274,1
2018-Q3,AMZN,0.0010216591744993,0.0122599100939926,0.0112835545085341,0.0162505827442168,1
2018-Q3,ASML,0.0012694382735639,0.0114249444620755,0.0825058242456132,0.0594046185150618,1
2018-Q3,CSCO,0.0021598272138228,0.0116884766865709,0.0350337745394593,0.0411716623985829,1
2018-Q3,GOOGL,0.0006222130042517,0.0149331121020429,0.0544288443088856,0.0388983681734881,1
2018-Q3,INTC,0.0010566635847312,0.0202086910579844,-0.0389528598921125,-0.0477947826369154,1
2018-Q3,MSFT,0.0018018018018018,0.0294723294723294,0.0404940887750013,0.0301002264778754,1
2018-Q3,MU,0.0012485811577752,0.0204313280363223,-0.0187646170860032,-0.0061616547458621,1
2018-Q3,NVDA,0.0006110228522546,0.0058658193816448,0.0067598475701007,-0.0387792201590403,1
2018-Q4,AAPL,0.0019490802777439,0.0114508466317456,-0.0778511901103778,-0.0828814342262004,1
2018-Q4,AMD,0.0024943579997624,0.0103337688561586,-0.3111827043742405,-0.2681871503317022,1
2018-Q4,AMZN,0.0011829652996845,0.0122239747634069,-0.10520481369794,-0.094836868302358,1
2018-Q4,ASML,0.0005906093119401,0.0087607047937789,0.0158841832690348,0.0092304434643237,1
2018-Q4,CSCO,0.0012322168701691,0.0127702475635711,0.0312545634469596,0.0309407326580729,1
2018-Q4,GOOGL,0.0011849617580523,0.0120650651728966,-0.0084490120816745,-0.0144689262325572,1
2018-Q4,INTC,0.0021431633090441,0.0204314902128875,0.0698961244332936,0.08365891130583,1
2018-Q4,MSFT,0.0023509032417718,0.0246226181638208,0.0033711281548007,0.0342996127138416,1
2018-Q4,MU,0.0028996013048205,0.015826990455479,-0.0107790714758229,-0.0209064788810014,1
2018-Q4,NVDA,0.0023452157598499,0.0069183864915572,-0.2380109868977586,-0.2534642486572695,1
2019-Q1,AAPL,0.0030323005932762,0.0135794330916282,0.0550595774050648,0.0353467308185203,1
2019-Q1,AMD,0.0025521526853084,0.0145361739902352,0.1546242260510713,0.1884067168569319,1
2019-Q1,AMZN,0.0021219135802469,0.0140817901234567,-0.0718399043583645,-0.0673092792589958,1
2019-Q1,ASML,0.0023662551440329,0.0085390946502057,0.0815756764472469,0.0502610175842454,1
2019-Q1,CSCO,0.0018087855297157,0.0104651162790697,0.031686706492556,0.031571142103332,1
2019-Q1,GOOGL,0.0018226653800793,0.0152246167041921,-0.0272499829520222,-0.0202360939080241,1
2019-Q1,INTC,0.0031909671084928,0.016813942071674,-0.0638629020509976,-0.0658983467432929,1
2019-Q1,MSFT,0.0027739251040221,0.0227693018955154,-0.0322065463376304,-0.0500736123137227,1
2019-Q1,MU,0.0039197054281981,0.014491032189096,0.0148786105721008,0.0570007405609887,1
2019-Q1,NVDA,0.0022021581149526,0.0090288482713058,0.0131224746902799,0.0063666349802027,1
2019-Q2,AAPL,0.0026341328157493,0.0122001940939969,0.0400321433355534,0.0550102508516494,1
2019-Q2,AMD,0.0013691128148959,0.0110898138006571,-0.0219385226812954,0.0373276086216965,1
2019-Q2,AMZN,0.0015360983102918,0.0102406554019457,0.0168073297250232,0.0095311342091576,1
2019-Q2,ASML,0.0010326311441553,0.0044403139198678,-0.0121124776545461,0.0105268686994714,1
2019-Q2,CSCO,0.0012924450710844,0.0076371754200446,0.0774151889439725,0.0727076504875097,1
2019-Q2,GOOGL,0.0025539818899465,0.0145112607383329,-0.0848200839260631,-0.0827158245208426,1
2019-Q2,INTC,0.004030632809351,0.0111514174392046,-0.1159665819893049,-0.1215209476241821,1
2019-Q2,MSFT,0.0014985590778097,0.023400576368876,0.0434945451103513,0.0319968181224147,1
2019-Q2,MU,0.0032790592492085,0.0122116689280868,0.1758653890407988,0.1463032853074951,1
2019-Q2,NVDA,0.00135915732246,0.0047570506286102,-0.0183862807085517,-0.0106795220897086,1
2019-Q3,AAPL,0.001867064973861,0.0161812297734627,0.0051646611664348,0.0216495274644396,1
2019-Q3,AMD,0.0021154803384768,0.009581881533101,-0.0649357681584883,-0.087046829893165,1
2019-Q3,AMZN,0.0012352214575613,0.0132345156167284,-0.0477037602548654,-0.0406600186806106,1
2019-Q3,ASML,0.0026983270372369,0.0049649217485159,0.1086070543219192,0.1042423662382467,1
2019-Q3,CSCO,0.0035526315789473,0.0089473684210526,-0.0757942223638072,-0.0884605259253471,1
2019-Q3,GOOGL,0.0012623364700481,0.0148037640578379,0.0881611783622221,0.0886481516155025,1
2019-Q3,INTC,0.0021380958370016,0.0128285750220098,-0.0194474632858038,0.0021146145418058,1
2019-Q3,MSFT,0.0021815537510604,0.0218155375106047,0.0109698082571659,0.0124715836479786,1
2019-Q3,MU,0.0049988374796558,0.0167402929551267,-0.0956303104345604,-0.1145593135056975,1
2019-Q3,NVDA,0.0009783539195303,0.0106395988748929,0.0902226931491082,0.0901541567636264,1
2019-Q4,AAPL,0.0016333710265108,0.012564392511622,0.0308294564134472,0.0356622712725118,1
2019-Q4,AMD,0.000705467372134,0.0121105232216343,0.0548391505133564,0.0213039637732345,1
2019-Q4,AMZN,0.0022312373225152,0.0058823529411764,-0.0117077925776953,-0.0180782276460044,1
2019-Q4,ASML,0.0014042126379137,0.0091273821464393,-0.0356825230331015,-0.0568823181492348,1
2019-Q4,CSCO,0.0048884815154292,0.009318667888787,-0.0647947709348613,-0.0731670196678294,1
2019-Q4,GOOGL,0.0017123287671232,0.012353228962818,-0.0225237798400108,-0.0198593434322988,1
2019-Q4,INTC,0.0017145871801635,0.0150356106568187,0.0669760693175282,0.067555415892061,1
2019-Q4,MSFT,0.0015574302401038,0.0211550940947436,0.0157538282709392,0.007119737083084,1
2019-Q4,MU,0.0022588660492432,0.0190874181161057,0.0159182961604131,0.0165432858880936,1
2019-Q4,NVDA,0.001969715622307,0.0100947925643235,-0.01019971547848,-0.0066066152794958,1
2020-Q1,AAPL,0.001969334646223,0.0140666760444506,-0.0379749572724412,0.0108562493661803,1
2020-Q1,AMD,0.0019305019305019,0.0147626618214853,-0.0577801802446991,-0.043694254912419,1
2020-Q1,AMZN,0.0018960940462646,0.0085324232081911,0.0697146879649087,0.0758718982128671,1
2020-Q1,ASML,0.0014287172160424,0.0116338401877742,-0.022525952439745,-0.0213068233523529,1
2020-Q1,CSCO,0.0031876743259397,0.0087661043963341,-0.0780715164251263,-0.0574944032166435,1
2020-Q1,GOOGL,0.0027745664739884,0.0165317919075144,-0.0307599158558928,-0.0517188452741845,1
2020-Q1,INTC,0.0012218963831867,0.0151515151515151,0.0630638755144457,0.0720805880454674,1
2020-Q1,MSFT,0.0013950538998097,0.0232086239695624,0.0473982576517608,0.0273890776121206,1
2020-Q1,MU,0.0048001786112971,0.0144005358338914,-0.0852037341665177,-0.0072594066540117,1
2020-Q1,NVDA,0.0008385241974125,0.0100622903689506,0.1243378725283855,0.0877435500480133,1
2020-Q2,AAPL,0.0031176929072486,0.0098726942062873,0.023165955863036,0.0183527100958705,1
2020-Q2,AMD,0.002563816742838,0.0132649648868576,-0.0823167861360675,-0.1051584462353423,1
2020-Q2,AMZN,0.0024193548387096,0.0053225806451612,-0.0511803721769592,-0.052775794881791,1
2020-Q2,ASML,0.0033783783783783,0.0056669572798605,0.0037135811828564,0.0101951099475774,1
2020-Q2,CSCO,0.0021821522912599,0.0090731595268175,0.02858927115065,0.0388310853934859,1
2020-Q2,GOOGL,0.0039874081846799,0.0115424973767051,0.0633106856081166,0.0622843361713998,1
2020-Q2,INTC,0.0028598665395614,0.0117969494756911,-0.0213898838538336,-0.0308090783604054,1
2020-Q2,MSFT,0.0034505067931852,0.0180073323269355,0.0235291782336211,0.0210093766772911,1
2020-Q2,MU,0.0031991174848317,0.0166574738003309,-0.0298436422637406,-0.021319183707636,1
2020-Q2,NVDA,0.0007053844345168,0.0069754682968884,-0.0585858820347911,-0.0208229850250821,1
2020-Q3,AAPL,0.0016735324407826,0.012615859938208,0.0959754127325847,0.0965000555055082,1
2020-Q3,AMD,0.0012600229095074,0.0164948453608247,0.0874620481428379,0.1308506423802357,1
2020-Q3,AMZN,0.0014443909484833,0.0117156154710319,0.0123103325021461,-0.0057682863258042,1
2020-Q3,ASML,0.0018767939942592,0.0094943696180172,-0.0472954389565762,-0.0293716207788825,1
2020-Q3,CSCO,0.0018752344043005,0.0106263282910363,-0.1445248153320219,-0.116300133664836,1
2020-Q3,GOOGL,0.0027251331599157,0.0110244023287501,-0.0730782224039323,-0.0635275387705467,1
2020-Q3,INTC,0.0018550581251545,0.0105119960425426,-0.217129966697176,-0.1887810531408159,1
2020-Q3,MSFT,0.0035494557501183,0.0211784193090392,-0.0166514388478992,-0.0141645767789128,1
2020-Q3,NVDA,0.0014890184886462,0.005831989080531,0.0044155967964808,0.0212417708602598,1
