ticker,file_name,file_path,year,quarter,call_datetime_gmt,call_datetime_et,call_time_et,after_market_close,event_trading_day,exchange,market_index,date_source
AMD,2018-Oct-24-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2018-Oct-24-AMD.txt,2018,Q4,2018-10-24 21:30:00,2018-10-24 17:30:00,17:30,True,2018-10-25,NASDAQ,^IXIC,original
AMD,2018_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2018_Q3_amd_processed.txt,2018,Q3,,,,False,2018-10-31,NASDAQ,^IXIC,approx
AMD,2019-Jan-29-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2019-Jan-29-AMD.txt,2019,Q1,2019-01-29 22:30:00,2019-01-29 17:30:00,17:30,True,2019-01-30,NASDAQ,^IXIC,original
AMD,2018_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2018_Q4_amd_processed.txt,2018,Q4,,,,False,2019-01-31,NASDAQ,^IXIC,approx
AMD,2019_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2019_Q1_amd_processed.txt,2019,Q1,,,,False,2019-04-30,NASDAQ,^IXIC,approx
AMD,2019-Apr-30-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2019-Apr-30-AMD.txt,2019,Q2,2019-04-30 21:30:00,2019-04-30 17:30:00,17:30,True,2019-05-01,NASDAQ,^IXIC,original
AMD,2019_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2019_Q2_amd_processed.txt,2019,Q2,,,,False,2019-07-31,NASDAQ,^IXIC,approx
AMD,2019-Oct-29-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2019-Oct-29-AMD.txt,2019,Q4,2019-10-29 21:30:00,2019-10-29 17:30:00,17:30,True,2019-10-30,NASDAQ,^IXIC,original
AMD,2019_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2019_Q3_amd_processed.txt,2019,Q3,,,,False,2019-10-31,NASDAQ,^IXIC,approx
AMD,2020-Jan-28-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2020-Jan-28-AMD.txt,2020,Q1,2020-01-28 22:30:00,2020-01-28 17:30:00,17:30,True,2020-01-29,NASDAQ,^IXIC,original
AMD,2019_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2019_Q4_amd_processed.txt,2019,Q4,,,,False,2020-01-31,NASDAQ,^IXIC,approx
AMD,2020-Apr-28-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2020-Apr-28-AMD.txt,2020,Q2,2020-04-28 21:30:00,2020-04-28 17:30:00,17:30,True,2020-04-29,NASDAQ,^IXIC,original
AMD,2020_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2020_Q1_amd_processed.txt,2020,Q1,,,,False,2020-04-30,NASDAQ,^IXIC,approx
AMD,2020-Jul-28-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2020-Jul-28-AMD.txt,2020,Q3,2020-07-28 21:00:00,2020-07-28 17:00:00,17:00,True,2020-07-29,NASDAQ,^IXIC,original
AMD,2020_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2020_Q2_amd_processed.txt,2020,Q2,,,,False,2020-07-31,NASDAQ,^IXIC,approx
AMD,2020_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2020_Q3_amd_processed.txt,2020,Q3,,,,False,2020-11-02,NASDAQ,^IXIC,approx
AMD,2020_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2020_Q4_amd_processed.txt,2020,Q4,,,,False,2021-02-01,NASDAQ,^IXIC,approx
AMD,2021_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2021_Q1_amd_processed.txt,2021,Q1,,,,False,2021-04-30,NASDAQ,^IXIC,approx
AMD,2021_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2021_Q2_amd_processed.txt,2021,Q2,,,,False,2021-08-02,NASDAQ,^IXIC,approx
AMD,2021_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2021_Q3_amd_processed.txt,2021,Q3,,,,False,2021-11-01,NASDAQ,^IXIC,approx
AMD,2021_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2021_Q4_amd_processed.txt,2021,Q4,,,,False,2022-01-31,NASDAQ,^IXIC,approx
AMD,2022_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2022_Q1_amd_processed.txt,2022,Q1,,,,False,2022-05-02,NASDAQ,^IXIC,approx
AMD,2022_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2022_Q2_amd_processed.txt,2022,Q2,,,,False,2022-08-01,NASDAQ,^IXIC,approx
AMD,2022_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2022_Q3_amd_processed.txt,2022,Q3,,,,False,2022-10-31,NASDAQ,^IXIC,approx
AMD,2022_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2022_Q4_amd_processed.txt,2022,Q4,,,,False,2023-01-31,NASDAQ,^IXIC,approx
AMD,2023_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2023_Q1_amd_processed.txt,2023,Q1,,,,False,2023-05-01,NASDAQ,^IXIC,approx
AMD,2023_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2023_Q2_amd_processed.txt,2023,Q2,,,,False,2023-07-31,NASDAQ,^IXIC,approx
AMD,2023_Q3_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2023_Q3_amd_processed.txt,2023,Q3,,,,False,2023-10-31,NASDAQ,^IXIC,approx
AMD,2023_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2023_Q4_amd_processed.txt,2023,Q4,,,,False,2024-01-31,NASDAQ,^IXIC,approx
AMD,2024_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2024_Q1_amd_processed.txt,2024,Q1,,,,False,2024-04-30,NASDAQ,^IXIC,approx
AMD,2024_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2024_Q2_amd_processed.txt,2024,Q2,,,,False,2024-07-31,NASDAQ,^IXIC,approx
AMZN,2016-Jan-28-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2016-Jan-28-AMZN.txt,2016,Q1,2016-01-28 22:00:00,2016-01-28 17:00:00,17:00,True,2016-01-29,NASDAQ,^IXIC,original
AMZN,2016-Apr-28-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2016-Apr-28-AMZN.txt,2016,Q2,2016-04-28 21:00:00,2016-04-28 17:00:00,17:00,True,2016-04-29,NASDAQ,^IXIC,original
AMZN,2016-Jul-28-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2016-Jul-28-AMZN.txt,2016,Q3,2016-07-28 21:30:00,2016-07-28 17:30:00,17:30,True,2016-07-29,NASDAQ,^IXIC,original
AMZN,2016-Oct-27-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2016-Oct-27-AMZN.txt,2016,Q4,2016-10-27 21:30:00,2016-10-27 17:30:00,17:30,True,2016-10-28,NASDAQ,^IXIC,original
AMZN,2017-Feb-02-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2017-Feb-02-AMZN.txt,2017,Q1,2017-02-02 22:30:00,2017-02-02 17:30:00,17:30,True,2017-02-03,NASDAQ,^IXIC,original
AMZN,2017-Apr-27-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2017-Apr-27-AMZN.txt,2017,Q2,2017-04-27 21:30:00,2017-04-27 17:30:00,17:30,True,2017-04-28,NASDAQ,^IXIC,original
AMZN,2017-Jul-27-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2017-Jul-27-AMZN.txt,2017,Q3,2017-07-27 21:30:00,2017-07-27 17:30:00,17:30,True,2017-07-28,NASDAQ,^IXIC,original
AMZN,2017-Oct-26-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2017-Oct-26-AMZN.txt,2017,Q4,2017-10-26 21:30:00,2017-10-26 17:30:00,17:30,True,2017-10-27,NASDAQ,^IXIC,original
AMZN,2017_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2017_Q4_amzn_processed.txt,2017,Q4,,,,False,2018-01-31,NASDAQ,^IXIC,approx
AMZN,2018-Feb-01-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2018-Feb-01-AMZN.txt,2018,Q1,2018-02-01 22:30:00,2018-02-01 17:30:00,17:30,True,2018-02-02,NASDAQ,^IXIC,original
AMZN,2018-Apr-26-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2018-Apr-26-AMZN.txt,2018,Q2,2018-04-26 21:30:00,2018-04-26 17:30:00,17:30,True,2018-04-27,NASDAQ,^IXIC,original
AMZN,2018_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2018_Q1_amzn_processed.txt,2018,Q1,,,,False,2018-04-30,NASDAQ,^IXIC,approx
AMZN,2018-Jul-26-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2018-Jul-26-AMZN.txt,2018,Q3,2018-07-26 21:30:00,2018-07-26 17:30:00,17:30,True,2018-07-27,NASDAQ,^IXIC,original
AMZN,2018_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2018_Q2_amzn_processed.txt,2018,Q2,,,,False,2018-07-31,NASDAQ,^IXIC,approx
AMZN,2018-Oct-25-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2018-Oct-25-AMZN.txt,2018,Q4,2018-10-25 21:30:00,2018-10-25 17:30:00,17:30,True,2018-10-26,NASDAQ,^IXIC,original
AMZN,2018_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2018_Q3_amzn_processed.txt,2018,Q3,,,,False,2018-10-31,NASDAQ,^IXIC,approx
AMZN,2018_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2018_Q4_amzn_processed.txt,2018,Q4,,,,False,2019-01-31,NASDAQ,^IXIC,approx
AMZN,2019-Jan-31-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2019-Jan-31-AMZN.txt,2019,Q1,2019-01-31 22:30:00,2019-01-31 17:30:00,17:30,True,2019-02-01,NASDAQ,^IXIC,original
AMZN,2019-Apr-25-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2019-Apr-25-AMZN.txt,2019,Q2,2019-04-25 21:30:00,2019-04-25 17:30:00,17:30,True,2019-04-26,NASDAQ,^IXIC,original
AMZN,2019_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2019_Q1_amzn_processed.txt,2019,Q1,,,,False,2019-04-30,NASDAQ,^IXIC,approx
AMZN,2019-Jul-25-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2019-Jul-25-AMZN.txt,2019,Q3,2019-07-25 21:30:00,2019-07-25 17:30:00,17:30,True,2019-07-26,NASDAQ,^IXIC,original
AMZN,2019_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2019_Q2_amzn_processed.txt,2019,Q2,,,,False,2019-07-31,NASDAQ,^IXIC,approx
AMZN,2019-Oct-24-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2019-Oct-24-AMZN.txt,2019,Q4,2019-10-24 21:30:00,2019-10-24 17:30:00,17:30,True,2019-10-25,NASDAQ,^IXIC,original
AMZN,2019_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2019_Q3_amzn_processed.txt,2019,Q3,,,,False,2019-10-31,NASDAQ,^IXIC,approx
AMZN,2019_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2019_Q4_amzn_processed.txt,2019,Q4,,,,False,2020-01-31,NASDAQ,^IXIC,approx
AMZN,2020_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2020_Q1_amzn_processed.txt,2020,Q1,,,,False,2020-04-30,NASDAQ,^IXIC,approx
AMZN,2020-Apr-30-AMZN.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMZN/2020-Apr-30-AMZN.txt,2020,Q2,2020-04-30 21:30:00,2020-04-30 17:30:00,17:30,True,2020-05-01,NASDAQ,^IXIC,original
AMZN,2020_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2020_Q2_amzn_processed.txt,2020,Q2,,,,False,2020-07-31,NASDAQ,^IXIC,approx
AMZN,2020_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2020_Q3_amzn_processed.txt,2020,Q3,,,,False,2020-11-02,NASDAQ,^IXIC,approx
AMZN,2020_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2020_Q4_amzn_processed.txt,2020,Q4,,,,False,2021-02-01,NASDAQ,^IXIC,approx
AMZN,2021_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2021_Q1_amzn_processed.txt,2021,Q1,,,,False,2021-04-30,NASDAQ,^IXIC,approx
AMZN,2021_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2021_Q2_amzn_processed.txt,2021,Q2,,,,False,2021-08-02,NASDAQ,^IXIC,approx
AMZN,2021_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2021_Q3_amzn_processed.txt,2021,Q3,,,,False,2021-11-01,NASDAQ,^IXIC,approx
AMZN,2021_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2021_Q4_amzn_processed.txt,2021,Q4,,,,False,2022-01-31,NASDAQ,^IXIC,approx
AMZN,2022_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2022_Q1_amzn_processed.txt,2022,Q1,,,,False,2022-05-02,NASDAQ,^IXIC,approx
AMZN,2022_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2022_Q2_amzn_processed.txt,2022,Q2,,,,False,2022-08-01,NASDAQ,^IXIC,approx
AMZN,2022_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2022_Q3_amzn_processed.txt,2022,Q3,,,,False,2022-10-31,NASDAQ,^IXIC,approx
AMZN,2022_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2022_Q4_amzn_processed.txt,2022,Q4,,,,False,2023-01-31,NASDAQ,^IXIC,approx
AMZN,2023_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2023_Q1_amzn_processed.txt,2023,Q1,,,,False,2023-05-01,NASDAQ,^IXIC,approx
AMZN,2023_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2023_Q2_amzn_processed.txt,2023,Q2,,,,False,2023-07-31,NASDAQ,^IXIC,approx
AMZN,2023_Q3_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2023_Q3_amzn_processed.txt,2023,Q3,,,,False,2023-10-31,NASDAQ,^IXIC,approx
AMZN,2023_Q4_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2023_Q4_amzn_processed.txt,2023,Q4,,,,False,2024-01-31,NASDAQ,^IXIC,approx
AMZN,2024_Q1_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2024_Q1_amzn_processed.txt,2024,Q1,,,,False,2024-04-30,NASDAQ,^IXIC,approx
AMZN,2024_Q2_amzn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Amazon/2024_Q2_amzn_processed.txt,2024,Q2,,,,False,2024-07-31,NASDAQ,^IXIC,approx
BKNG,2017_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2017_Q4_bkng_processed.txt,2017,Q4,,,,False,2018-01-31,NASDAQ,^IXIC,approx
BKNG,2018_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2018_Q1_bkng_processed.txt,2018,Q1,,,,False,2018-04-30,NASDAQ,^IXIC,approx
BKNG,2018_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2018_Q2_bkng_processed.txt,2018,Q2,,,,False,2018-07-31,NASDAQ,^IXIC,approx
BKNG,2018_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2018_Q3_bkng_processed.txt,2018,Q3,,,,False,2018-10-31,NASDAQ,^IXIC,approx
BKNG,2018_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2018_Q4_bkng_processed.txt,2018,Q4,,,,False,2019-01-31,NASDAQ,^IXIC,approx
BKNG,2019_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2019_Q1_bkng_processed.txt,2019,Q1,,,,False,2019-04-30,NASDAQ,^IXIC,approx
BKNG,2019_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2019_Q2_bkng_processed.txt,2019,Q2,,,,False,2019-07-31,NASDAQ,^IXIC,approx
BKNG,2019_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2019_Q3_bkng_processed.txt,2019,Q3,,,,False,2019-10-31,NASDAQ,^IXIC,approx
BKNG,2019_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2019_Q4_bkng_processed.txt,2019,Q4,,,,False,2020-01-31,NASDAQ,^IXIC,approx
BKNG,2020_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2020_Q1_bkng_processed.txt,2020,Q1,,,,False,2020-04-30,NASDAQ,^IXIC,approx
BKNG,2020_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2020_Q2_bkng_processed.txt,2020,Q2,,,,False,2020-07-31,NASDAQ,^IXIC,approx
BKNG,2020_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2020_Q3_bkng_processed.txt,2020,Q3,,,,False,2020-11-02,NASDAQ,^IXIC,approx
BKNG,2020_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2020_Q4_bkng_processed.txt,2020,Q4,,,,False,2021-02-01,NASDAQ,^IXIC,approx
BKNG,2021_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2021_Q1_bkng_processed.txt,2021,Q1,,,,False,2021-04-30,NASDAQ,^IXIC,approx
BKNG,2021_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2021_Q2_bkng_processed.txt,2021,Q2,,,,False,2021-08-02,NASDAQ,^IXIC,approx
BKNG,2021_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2021_Q3_bkng_processed.txt,2021,Q3,,,,False,2021-11-01,NASDAQ,^IXIC,approx
BKNG,2021_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2021_Q4_bkng_processed.txt,2021,Q4,,,,False,2022-01-31,NASDAQ,^IXIC,approx
BKNG,2022_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2022_Q1_bkng_processed.txt,2022,Q1,,,,False,2022-05-02,NASDAQ,^IXIC,approx
BKNG,2022_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2022_Q2_bkng_processed.txt,2022,Q2,,,,False,2022-08-01,NASDAQ,^IXIC,approx
BKNG,2022_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2022_Q3_bkng_processed.txt,2022,Q3,,,,False,2022-10-31,NASDAQ,^IXIC,approx
BKNG,2022_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2022_Q4_bkng_processed.txt,2022,Q4,,,,False,2023-01-31,NASDAQ,^IXIC,approx
BKNG,2023_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2023_Q1_bkng_processed.txt,2023,Q1,,,,False,2023-05-01,NASDAQ,^IXIC,approx
BKNG,2023_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2023_Q2_bkng_processed.txt,2023,Q2,,,,False,2023-07-31,NASDAQ,^IXIC,approx
BKNG,2023_Q3_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2023_Q3_bkng_processed.txt,2023,Q3,,,,False,2023-10-31,NASDAQ,^IXIC,approx
BKNG,2023_Q4_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2023_Q4_bkng_processed.txt,2023,Q4,,,,False,2024-01-31,NASDAQ,^IXIC,approx
BKNG,2024_Q1_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2024_Q1_bkng_processed.txt,2024,Q1,,,,False,2024-04-30,NASDAQ,^IXIC,approx
BKNG,2024_Q2_bkng_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/BKNG/2024_Q2_bkng_processed.txt,2024,Q2,,,,False,2024-07-31,NASDAQ,^IXIC,approx
COST,2018_Q2_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2018_Q2_cost_processed.txt,2018,Q2,,,,False,2018-07-31,NASDAQ,^IXIC,approx
COST,2018_Q3_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2018_Q3_cost_processed.txt,2018,Q3,,,,False,2018-10-31,NASDAQ,^IXIC,approx
COST,2018_Q4_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2018_Q4_cost_processed.txt,2018,Q4,,,,False,2019-01-31,NASDAQ,^IXIC,approx
COST,2019_Q1_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2019_Q1_cost_processed.txt,2019,Q1,,,,False,2019-04-30,NASDAQ,^IXIC,approx
COST,2019_Q2_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2019_Q2_cost_processed.txt,2019,Q2,,,,False,2019-07-31,NASDAQ,^IXIC,approx
COST,2019_Q3_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2019_Q3_cost_processed.txt,2019,Q3,,,,False,2019-10-31,NASDAQ,^IXIC,approx
COST,2019_Q4_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2019_Q4_cost_processed.txt,2019,Q4,,,,False,2020-01-31,NASDAQ,^IXIC,approx
COST,2020_Q1_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2020_Q1_cost_processed.txt,2020,Q1,,,,False,2020-04-30,NASDAQ,^IXIC,approx
COST,2020_Q2_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2020_Q2_cost_processed.txt,2020,Q2,,,,False,2020-07-31,NASDAQ,^IXIC,approx
COST,2020_Q3_cost_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Costco/2020_Q3_cost_processed.txt,2020,Q3,,,,False,2020-11-02,NASDAQ,^IXIC,approx
